Nicotine Experiment Craving Levels 
Nicotine_wLikertFaces_cravePlot_40min_10Puff
12	FP
Craving Level:	71	10:43:31 at 2727.1255 s
Craving Level:	71	10:43:32 at 2727.3453 s
Craving Level:	71	10:43:32 at 2727.568 s
Craving Level:	71	10:43:32 at 2727.7366 s
Craving Level:	71	10:43:32 at 2727.9615 s
Craving Level:	71	10:43:32 at 2728.1303 s
Craving Level:	71	10:43:33 at 2728.3532 s
Craving Level:	71	10:43:33 at 2728.5755 s
Craving Level:	71	10:43:33 at 2728.7434 s
Craving Level:	71	10:43:33 at 2728.9666 s
Craving Level:	71	10:43:33 at 2729.1354 s
Craving Level:	71	10:43:34 at 2729.3571 s
Craving Level:	71	10:43:34 at 2729.5258 s
Craving Level:	71	10:43:34 at 2729.7468 s
Craving Level:	71	10:43:34 at 2729.9711 s
Craving Level:	71	10:43:34 at 2730.1402 s
Craving Level:	71	10:43:35 at 2730.363 s
Craving Level:	71	10:43:35 at 2730.5307 s
Craving Level:	71	10:43:35 at 2730.7545 s
Craving Level:	71	10:43:35 at 2730.9254 s
Craving Level:	71	10:43:35 at 2731.1467 s
Craving Level:	71	10:43:36 at 2731.3693 s
Craving Level:	71	10:43:36 at 2731.5372 s
Craving Level:	71	10:43:36 at 2731.7597 s
Craving Level:	71	10:43:36 at 2731.9266 s
Craving Level:	71	10:43:36 at 2732.152 s
Craving Level:	71	10:43:37 at 2732.3747 s
Craving Level:	71	10:43:37 at 2732.5421 s
Craving Level:	71	10:43:37 at 2732.7647 s
Craving Level:	71	10:43:37 at 2732.933 s
Craving Level:	71	10:43:37 at 2733.1581 s
Craving Level:	71	10:43:38 at 2733.3258 s
Craving Level:	71	10:43:38 at 2733.5478 s
Craving Level:	71	10:43:38 at 2733.7704 s
Craving Level:	71	10:43:38 at 2733.9374 s
Craving Level:	71	10:43:38 at 2734.1622 s
Craving Level:	71	10:43:39 at 2734.3287 s
Craving Level:	71	10:43:39 at 2734.5512 s
Craving Level:	71	10:43:39 at 2734.7742 s
Craving Level:	71	10:43:39 at 2734.9421 s
Craving Level:	71	10:43:39 at 2735.1684 s
Craving Level:	71	10:43:40 at 2735.3369 s
Craving Level:	71	10:43:40 at 2735.5611 s
Craving Level:	71	10:43:40 at 2735.7294 s
Craving Level:	71	10:43:40 at 2735.9524 s
Craving Level:	71	10:43:40 at 2736.1256 s
Craving Level:	71	10:43:41 at 2736.3444 s
Craving Level:	71	10:43:41 at 2736.5663 s
Craving Level:	71	10:43:41 at 2736.7332 s
Craving Level:	71	10:43:41 at 2736.9559 s
Craving Level:	71	10:43:41 at 2737.1259 s
Craving Level:	71	10:43:42 at 2737.3483 s
Craving Level:	71	10:43:42 at 2737.5707 s
Craving Level:	71	10:43:42 at 2737.7393 s
Craving Level:	71	10:43:42 at 2737.9631 s
Craving Level:	71	10:43:42 at 2738.1319 s
Craving Level:	71	10:43:43 at 2738.3541 s
Craving Level:	71	10:43:43 at 2738.5265 s
Craving Level:	71	10:43:43 at 2738.7466 s
Craving Level:	71	10:43:43 at 2738.9687 s
Craving Level:	71	10:43:43 at 2739.1376 s
Craving Level:	71	10:43:44 at 2739.3603 s
Craving Level:	71	10:43:44 at 2739.528 s
Craving Level:	71	10:43:44 at 2739.7505 s
Craving Level:	71	10:43:44 at 2739.9745 s
Craving Level:	71	10:43:44 at 2740.1436 s
Craving Level:	71	10:43:45 at 2740.3655 s
Craving Level:	71	10:43:45 at 2740.5328 s
Craving Level:	71	10:43:45 at 2740.7557 s
Craving Level:	71	10:43:45 at 2740.977 s
Craving Level:	71	10:43:45 at 2741.1468 s
Craving Level:	71	10:43:46 at 2741.3694 s
Craving Level:	71	10:43:46 at 2741.5361 s
Craving Level:	71	10:43:46 at 2741.7588 s
Craving Level:	71	10:43:46 at 2741.9279 s
Craving Level:	71	10:43:46 at 2742.1537 s
Craving Level:	71	10:43:47 at 2742.3261 s
Craving Level:	71	10:43:47 at 2742.5441 s
Craving Level:	71	10:43:47 at 2742.7658 s
Craving Level:	71	10:43:47 at 2742.9343 s
Craving Level:	71	10:43:47 at 2743.1592 s
Craving Level:	71	10:43:48 at 2743.3269 s
Craving Level:	71	10:43:48 at 2743.5496 s
Craving Level:	71	10:43:48 at 2743.7722 s
Craving Level:	71	10:43:48 at 2743.9407 s
Craving Level:	71	10:43:48 at 2744.1658 s
Craving Level:	71	10:43:49 at 2744.3327 s
Craving Level:	71	10:43:49 at 2744.5555 s
Craving Level:	71	10:43:49 at 2744.726 s
Craving Level:	71	10:43:49 at 2744.9439 s
Craving Level:	71	10:43:49 at 2745.1689 s
Craving Level:	71	10:43:50 at 2745.3357 s
Craving Level:	71	10:43:50 at 2745.5586 s
Craving Level:	71	10:43:50 at 2745.7263 s
Craving Level:	71	10:43:50 at 2745.949 s
Craving Level:	71	10:43:50 at 2746.1742 s
Craving Level:	71	10:43:51 at 2746.3422 s
Craving Level:	71	10:43:51 at 2746.564 s
Craving Level:	71	10:43:51 at 2746.731 s
Craving Level:	71	10:43:51 at 2746.9535 s
Craving Level:	71	10:43:51 at 2747.1274 s
Craving Level:	71	10:43:52 at 2747.3462 s
Craving Level:	71	10:43:52 at 2747.569 s
Craving Level:	71	10:43:52 at 2747.7385 s
Craving Level:	71	10:43:52 at 2747.9611 s
Craving Level:	71	10:43:52 at 2748.131 s
Craving Level:	71	10:43:53 at 2748.3561 s
Craving Level:	71	10:43:53 at 2748.5275 s
Craving Level:	71	10:43:53 at 2748.7522 s
Craving Level:	71	10:43:53 at 2748.9752 s
Craving Level:	71	10:43:53 at 2749.1448 s
Craving Level:	71	10:43:54 at 2749.3668 s
Craving Level:	71	10:43:54 at 2749.5349 s
Craving Level:	71	10:43:54 at 2749.7578 s
Craving Level:	71	10:43:54 at 2749.9258 s
Craving Level:	71	10:43:54 at 2750.151 s
Craving Level:	71	10:43:55 at 2750.3735 s
Craving Level:	71	10:43:55 at 2750.5412 s
Craving Level:	71	10:43:55 at 2750.7632 s
Craving Level:	71	10:43:55 at 2750.9304 s
Craving Level:	71	10:43:55 at 2751.1561 s
Craving Level:	71	10:43:56 at 2751.327 s
Craving Level:	71	10:43:56 at 2751.5463 s
Craving Level:	71	10:43:56 at 2751.7697 s
Craving Level:	71	10:43:56 at 2751.9367 s
Craving Level:	71	10:43:56 at 2752.1619 s
Craving Level:	71	10:43:57 at 2752.3297 s
Craving Level:	71	10:43:57 at 2752.552 s
Craving Level:	71	10:43:57 at 2752.7743 s
Craving Level:	71	10:43:57 at 2752.9424 s
Craving Level:	71	10:43:57 at 2753.167 s
Craving Level:	71	10:43:58 at 2753.3351 s
Craving Level:	71	10:43:58 at 2753.5577 s
Craving Level:	71	10:43:58 at 2753.7265 s
Craving Level:	71	10:43:58 at 2753.9483 s
Craving Level:	71	10:43:58 at 2754.1725 s
Craving Level:	71	10:43:59 at 2754.3395 s
Craving Level:	71	10:43:59 at 2754.5634 s
Craving Level:	71	10:43:59 at 2754.7302 s
Craving Level:	71	10:43:59 at 2754.9529 s
Craving Level:	71	10:43:59 at 2755.1267 s
Craving Level:	71	10:44:00 at 2755.3445 s
Craving Level:	71	10:44:00 at 2755.5664 s
Craving Level:	71	10:44:00 at 2755.7342 s
Craving Level:	71	10:44:00 at 2755.957 s
Craving Level:	71	10:44:00 at 2756.1256 s
Craving Level:	71	10:44:01 at 2756.3492 s
Craving Level:	71	10:44:01 at 2756.5711 s
Craving Level:	71	10:44:01 at 2756.7386 s
Craving Level:	71	10:44:01 at 2756.9607 s
Craving Level:	71	10:44:01 at 2757.1293 s
Craving Level:	71	10:44:02 at 2757.3523 s
Craving Level:	71	10:44:02 at 2757.5743 s
Craving Level:	71	10:44:02 at 2757.743 s
Craving Level:	71	10:44:02 at 2757.9649 s
Craving Level:	71	10:44:02 at 2758.1333 s
Craving Level:	71	10:44:03 at 2758.356 s
Craving Level:	71	10:44:03 at 2758.5264 s
Craving Level:	71	10:44:03 at 2758.7484 s
Craving Level:	71	10:44:03 at 2758.9712 s
Craving Level:	71	10:44:03 at 2759.1408 s
Craving Level:	71	10:44:04 at 2759.3632 s
Craving Level:	71	10:44:04 at 2759.5307 s
Craving Level:	71	10:44:04 at 2759.7538 s
Craving Level:	71	10:44:04 at 2759.9755 s
Craving Level:	71	10:44:04 at 2760.1447 s
Craving Level:	71	10:44:05 at 2760.3672 s
Craving Level:	71	10:44:05 at 2760.5346 s
Craving Level:	71	10:44:05 at 2760.7568 s
Craving Level:	71	10:44:05 at 2760.9279 s
Craving Level:	71	10:44:05 at 2761.1492 s
Craving Level:	71	10:44:06 at 2761.3719 s
Craving Level:	71	10:44:06 at 2761.5388 s
Craving Level:	71	10:44:06 at 2761.7606 s
Craving Level:	71	10:44:06 at 2761.9274 s
Craving Level:	71	10:44:06 at 2762.1529 s
Craving Level:	71	10:44:07 at 2762.3261 s
Craving Level:	71	10:44:07 at 2762.5437 s
Craving Level:	71	10:44:07 at 2762.7674 s
Craving Level:	71	10:44:07 at 2762.9339 s
Craving Level:	71	10:44:07 at 2763.1596 s
Craving Level:	71	10:44:08 at 2763.3286 s
Craving Level:	71	10:44:08 at 2763.5504 s
Craving Level:	71	10:44:08 at 2763.7737 s
Craving Level:	71	10:44:08 at 2763.9414 s
Craving Level:	71	10:44:08 at 2764.1656 s
Craving Level:	71	10:44:09 at 2764.3333 s
Craving Level:	71	10:44:09 at 2764.5562 s
Craving Level:	71	10:44:09 at 2764.7257 s
Craving Level:	71	10:44:09 at 2764.9483 s
Craving Level:	71	10:44:09 at 2765.1739 s
Craving Level:	71	10:44:10 at 2765.3414 s
Craving Level:	71	10:44:10 at 2765.5634 s
Craving Level:	71	10:44:10 at 2765.7309 s
Craving Level:	71	10:44:10 at 2765.9539 s
Craving Level:	71	10:44:10 at 2766.1276 s
Craving Level:	71	10:44:11 at 2766.3461 s
Craving Level:	71	10:44:11 at 2766.5687 s
Craving Level:	71	10:44:11 at 2766.7353 s
Craving Level:	71	10:44:11 at 2766.9582 s
Craving Level:	71	10:44:11 at 2767.127 s
Craving Level:	71	10:44:12 at 2767.3492 s
Craving Level:	71	10:44:12 at 2767.5714 s
Craving Level:	71	10:44:12 at 2767.7386 s
Craving Level:	71	10:44:12 at 2767.9611 s
Craving Level:	71	10:44:12 at 2768.13 s
Craving Level:	71	10:44:13 at 2768.3517 s
Craving Level:	71	10:44:13 at 2768.5734 s
Craving Level:	71	10:44:13 at 2768.7417 s
Craving Level:	71	10:44:13 at 2768.9657 s
Craving Level:	71	10:44:13 at 2769.1349 s
Craving Level:	71	10:44:14 at 2769.3575 s
Craving Level:	71	10:44:14 at 2769.526 s
Craving Level:	71	10:44:14 at 2769.7468 s
Craving Level:	71	10:44:14 at 2769.9689 s
Craving Level:	71	10:44:14 at 2770.1379 s
Craving Level:	71	10:44:15 at 2770.3604 s
Craving Level:	71	10:44:15 at 2770.5283 s
Craving Level:	71	10:44:15 at 2770.7508 s
Craving Level:	71	10:44:15 at 2770.9758 s
Craving Level:	71	10:44:15 at 2771.1453 s
Craving Level:	71	10:44:16 at 2771.3676 s
Craving Level:	71	10:44:16 at 2771.5356 s
Craving Level:	71	10:44:16 at 2771.7586 s
Craving Level:	71	10:44:16 at 2771.9269 s
Craving Level:	71	10:44:16 at 2772.1508 s
Craving Level:	71	10:44:17 at 2772.3739 s
Craving Level:	71	10:44:17 at 2772.541 s
Craving Level:	71	10:44:17 at 2772.7628 s
Craving Level:	71	10:44:17 at 2772.9302 s
Craving Level:	71	10:44:17 at 2773.1555 s
Craving Level:	71	10:44:18 at 2773.3264 s
Craving Level:	71	10:44:18 at 2773.5448 s
Craving Level:	71	10:44:18 at 2773.768 s
Craving Level:	71	10:44:18 at 2773.9358 s
Craving Level:	71	10:44:18 at 2774.16 s
Craving Level:	71	10:44:19 at 2774.3276 s
Craving Level:	71	10:44:19 at 2774.5494 s
Craving Level:	71	10:44:19 at 2774.7718 s
Craving Level:	71	10:44:19 at 2774.9391 s
Craving Level:	71	10:44:19 at 2775.1661 s
Craving Level:	71	10:44:20 at 2775.334 s
Craving Level:	71	10:44:20 at 2775.5561 s
Craving Level:	71	10:44:20 at 2775.7273 s
Craving Level:	71	10:44:20 at 2775.9454 s
Craving Level:	71	10:44:20 at 2776.1699 s
Craving Level:	71	10:44:21 at 2776.3367 s
Craving Level:	71	10:44:21 at 2776.5604 s
Craving Level:	71	10:44:21 at 2776.7277 s
Craving Level:	71	10:44:21 at 2776.9492 s
Craving Level:	71	10:44:21 at 2777.1737 s
Craving Level:	71	10:44:22 at 2777.3411 s
Craving Level:	71	10:44:22 at 2777.5648 s
Craving Level:	71	10:44:22 at 2777.7333 s
Craving Level:	71	10:44:22 at 2777.9565 s
Craving Level:	71	10:44:22 at 2778.1255 s
Craving Level:	71	10:44:23 at 2778.3472 s
Craving Level:	71	10:44:23 at 2778.5698 s
Craving Level:	71	10:44:23 at 2778.7373 s
Craving Level:	71	10:44:23 at 2778.9602 s
Craving Level:	71	10:44:23 at 2779.1285 s
Craving Level:	71	10:44:24 at 2779.3501 s
Craving Level:	71	10:44:24 at 2779.5724 s
Craving Level:	71	10:44:24 at 2779.7403 s
Craving Level:	71	10:44:24 at 2779.9645 s
Craving Level:	71	10:44:24 at 2780.1332 s
Craving Level:	71	10:44:25 at 2780.3555 s
Craving Level:	71	10:44:25 at 2780.5257 s
Craving Level:	71	10:44:25 at 2780.7442 s
Craving Level:	71	10:44:25 at 2780.9665 s
Craving Level:	71	10:44:25 at 2781.136 s
Craving Level:	71	10:44:26 at 2781.3585 s
Craving Level:	71	10:44:26 at 2781.5256 s
Craving Level:	71	10:44:26 at 2781.7473 s
Craving Level:	71	10:44:26 at 2781.9704 s
Craving Level:	71	10:44:26 at 2782.1407 s
Craving Level:	71	10:44:27 at 2782.3632 s
Craving Level:	71	10:44:27 at 2782.5323 s
Craving Level:	71	10:44:27 at 2782.7547 s
Craving Level:	71	10:44:27 at 2782.9263 s
Craving Level:	71	10:44:27 at 2783.1467 s
Craving Level:	71	10:44:28 at 2783.3693 s
Craving Level:	71	10:44:28 at 2783.5361 s
Craving Level:	71	10:44:28 at 2783.7592 s
Craving Level:	71	10:44:28 at 2783.927 s
Craving Level:	71	10:44:28 at 2784.1508 s
Craving Level:	71	10:44:29 at 2784.3739 s
Craving Level:	71	10:44:29 at 2784.5411 s
Craving Level:	71	10:44:29 at 2784.7653 s
Craving Level:	71	10:44:29 at 2784.9335 s
Craving Level:	71	10:44:29 at 2785.1603 s
Craving Level:	71	10:44:30 at 2785.3277 s
Craving Level:	71	10:44:30 at 2785.5506 s
Craving Level:	71	10:44:30 at 2785.7733 s
Craving Level:	71	10:44:30 at 2785.9407 s
Craving Level:	71	10:44:30 at 2786.1658 s
Craving Level:	71	10:44:31 at 2786.3331 s
Craving Level:	71	10:44:31 at 2786.5556 s
Craving Level:	71	10:44:31 at 2786.726 s
Craving Level:	71	10:44:31 at 2786.9442 s
Craving Level:	71	10:44:31 at 2787.1705 s
Craving Level:	71	10:44:32 at 2787.3402 s
Craving Level:	71	10:44:32 at 2787.5635 s
Craving Level:	71	10:44:32 at 2787.7304 s
Craving Level:	71	10:44:32 at 2787.9538 s
Craving Level:	71	10:44:32 at 2788.1269 s
Craving Level:	71	10:44:33 at 2788.3443 s
Craving Level:	71	10:44:33 at 2788.5672 s
Craving Level:	71	10:44:33 at 2788.7341 s
Craving Level:	71	10:44:33 at 2788.9567 s
Craving Level:	71	10:44:33 at 2789.1261 s
Craving Level:	71	10:44:34 at 2789.3489 s
Craving Level:	71	10:44:34 at 2789.571 s
Craving Level:	71	10:44:34 at 2789.7377 s
Craving Level:	71	10:44:34 at 2789.9597 s
Craving Level:	71	10:44:34 at 2790.128 s
Craving Level:	71	10:44:35 at 2790.3516 s
Craving Level:	71	10:44:35 at 2790.5747 s
Craving Level:	71	10:44:35 at 2790.7426 s
Craving Level:	71	10:44:35 at 2790.9653 s
Craving Level:	71	10:44:35 at 2791.1344 s
Craving Level:	71	10:44:36 at 2791.3574 s
Craving Level:	71	10:44:36 at 2791.5262 s
Craving Level:	71	10:44:36 at 2791.7468 s
Craving Level:	71	10:44:36 at 2791.9691 s
Craving Level:	71	10:44:36 at 2792.1391 s
Craving Level:	71	10:44:37 at 2792.3623 s
Craving Level:	71	10:44:37 at 2792.5294 s
Craving Level:	71	10:44:37 at 2792.7517 s
Craving Level:	71	10:44:37 at 2792.9258 s
Craving Level:	71	10:44:37 at 2793.1469 s
Craving Level:	71	10:44:38 at 2793.37 s
Craving Level:	71	10:44:38 at 2793.537 s
Craving Level:	71	10:44:38 at 2793.759 s
Craving Level:	71	10:44:38 at 2793.9262 s
Craving Level:	71	10:44:38 at 2794.1503 s
Craving Level:	71	10:44:39 at 2794.3733 s
Craving Level:	71	10:44:39 at 2794.5398 s
Craving Level:	71	10:44:39 at 2794.7621 s
Craving Level:	71	10:44:39 at 2794.9307 s
Craving Level:	71	10:44:39 at 2795.155 s
Craving Level:	71	10:44:40 at 2795.3259 s
Craving Level:	71	10:44:40 at 2795.5448 s
Craving Level:	71	10:44:40 at 2795.769 s
Craving Level:	71	10:44:40 at 2795.9357 s
Craving Level:	71	10:44:40 at 2796.1597 s
Craving Level:	71	10:44:41 at 2796.3271 s
Craving Level:	71	10:44:41 at 2796.5496 s
Craving Level:	71	10:44:41 at 2796.773 s
Craving Level:	71	10:44:41 at 2796.9402 s
Craving Level:	71	10:44:41 at 2797.1654 s
Craving Level:	71	10:44:42 at 2797.332 s
Craving Level:	71	10:44:42 at 2797.5552 s
Craving Level:	71	10:44:42 at 2797.7263 s
Craving Level:	71	10:44:42 at 2797.9441 s
Craving Level:	71	10:44:42 at 2798.1684 s
Craving Level:	71	10:44:43 at 2798.3359 s
Craving Level:	71	10:44:43 at 2798.5579 s
Craving Level:	71	10:44:43 at 2798.7268 s
Craving Level:	71	10:44:43 at 2798.9489 s
Craving Level:	71	10:44:43 at 2799.1755 s
Craving Level:	71	10:44:44 at 2799.3438 s
Craving Level:	71	10:44:44 at 2799.5657 s
Craving Level:	71	10:44:44 at 2799.7329 s
Craving Level:	71	10:44:44 at 2799.9554 s
Craving Level:	71	10:44:44 at 2800.1277 s
Craving Level:	71	10:44:45 at 2800.3468 s
Craving Level:	71	10:44:45 at 2800.5692 s
Craving Level:	71	10:44:45 at 2800.7358 s
Craving Level:	71	10:44:45 at 2800.9596 s
Craving Level:	71	10:44:45 at 2801.1281 s
Craving Level:	71	10:44:46 at 2801.3513 s
Craving Level:	71	10:44:46 at 2801.5738 s
Craving Level:	71	10:44:46 at 2801.7408 s
Craving Level:	71	10:44:46 at 2801.963 s
Craving Level:	71	10:44:46 at 2802.1315 s
Craving Level:	71	10:44:47 at 2802.3544 s
Craving Level:	71	10:44:47 at 2802.526 s
Craving Level:	71	10:44:47 at 2802.7438 s
Craving Level:	71	10:44:47 at 2802.965 s
Craving Level:	71	10:44:47 at 2803.1335 s
Craving Level:	71	10:44:48 at 2803.3575 s
Craving Level:	71	10:44:48 at 2803.5254 s
Craving Level:	71	10:44:48 at 2803.7476 s
Craving Level:	71	10:44:48 at 2803.9702 s
Craving Level:	71	10:44:48 at 2804.1387 s
Craving Level:	71	10:44:49 at 2804.3621 s
Craving Level:	71	10:44:49 at 2804.5295 s
Craving Level:	71	10:44:49 at 2804.7529 s
Craving Level:	71	10:44:49 at 2804.9745 s
Craving Level:	71	10:44:49 at 2805.1435 s
Craving Level:	71	10:44:50 at 2805.367 s
Craving Level:	71	10:44:50 at 2805.5336 s
Craving Level:	71	10:44:50 at 2805.7551 s
Craving Level:	71	10:44:50 at 2805.9269 s
Craving Level:	71	10:44:50 at 2806.1454 s
Craving Level:	71	10:44:51 at 2806.3688 s
Craving Level:	71	10:44:51 at 2806.5374 s
Craving Level:	71	10:44:51 at 2806.7599 s
Craving Level:	71	10:44:51 at 2806.9278 s
Craving Level:	71	10:44:51 at 2807.1514 s
Craving Level:	71	10:44:52 at 2807.3745 s
Craving Level:	71	10:44:52 at 2807.542 s
Craving Level:	71	10:44:52 at 2807.7647 s
Craving Level:	71	10:44:52 at 2807.9323 s
Craving Level:	71	10:44:52 at 2808.1555 s
Craving Level:	71	10:44:53 at 2808.3261 s
Craving Level:	71	10:44:53 at 2808.5454 s
Craving Level:	71	10:44:53 at 2808.7672 s
Craving Level:	71	10:44:53 at 2808.9347 s
Craving Level:	71	10:44:53 at 2809.1595 s
Craving Level:	71	10:44:54 at 2809.3274 s
Craving Level:	71	10:44:54 at 2809.5517 s
Craving Level:	71	10:44:54 at 2809.7749 s
Craving Level:	71	10:44:54 at 2809.943 s
Craving Level:	71	10:44:54 at 2810.1675 s
Craving Level:	71	10:44:55 at 2810.3353 s
Craving Level:	71	10:44:55 at 2810.5576 s
Craving Level:	71	10:44:55 at 2810.7253 s
Craving Level:	71	10:44:55 at 2810.9467 s
Craving Level:	71	10:44:55 at 2811.1722 s
Craving Level:	71	10:44:56 at 2811.3387 s
Craving Level:	71	10:44:56 at 2811.5619 s
Craving Level:	71	10:44:56 at 2811.7295 s
Craving Level:	71	10:44:56 at 2811.9552 s
Craving Level:	71	10:44:56 at 2812.1255 s
Craving Level:	71	10:44:57 at 2812.3475 s
Craving Level:	71	10:44:57 at 2812.5716 s
Craving Level:	71	10:44:57 at 2812.7398 s
Craving Level:	71	10:44:57 at 2812.9621 s
Craving Level:	71	10:44:57 at 2813.1308 s
Craving Level:	71	10:44:58 at 2813.3531 s
Craving Level:	71	10:44:58 at 2813.5749 s
Craving Level:	71	10:44:58 at 2813.7417 s
Craving Level:	71	10:44:58 at 2813.9667 s
Craving Level:	71	10:44:58 at 2814.1353 s
Craving Level:	71	10:44:59 at 2814.3581 s
Craving Level:	71	10:44:59 at 2814.5254 s
Craving Level:	71	10:44:59 at 2814.749 s
Craving Level:	71	10:44:59 at 2814.9717 s
Craving Level:	71	10:44:59 at 2815.1419 s
Craving Level:	71	10:45:00 at 2815.3648 s
Craving Level:	71	10:45:00 at 2815.5327 s
Craving Level:	71	10:45:00 at 2815.7557 s
Craving Level:	71	10:45:00 at 2815.9278 s
Craving Level:	71	10:45:00 at 2816.1496 s
Craving Level:	71	10:45:01 at 2816.3731 s
Craving Level:	71	10:45:01 at 2816.5407 s
Craving Level:	71	10:45:01 at 2816.763 s
Craving Level:	71	10:45:01 at 2816.9312 s
Craving Level:	71	10:45:01 at 2817.1549 s
Craving Level:	71	10:45:02 at 2817.326 s
Craving Level:	71	10:45:02 at 2817.5442 s
Craving Level:	71	10:45:02 at 2817.7664 s
Craving Level:	71	10:45:02 at 2817.9339 s
Craving Level:	71	10:45:02 at 2818.1583 s
Craving Level:	71	10:45:03 at 2818.3261 s
Craving Level:	71	10:45:03 at 2818.5494 s
Craving Level:	71	10:45:03 at 2818.7728 s
Craving Level:	71	10:45:03 at 2818.9402 s
Craving Level:	71	10:45:03 at 2819.1655 s
Craving Level:	71	10:45:04 at 2819.3325 s
Craving Level:	71	10:45:04 at 2819.5546 s
Craving Level:	71	10:45:04 at 2819.7269 s
Craving Level:	71	10:45:04 at 2819.945 s
Craving Level:	71	10:45:04 at 2820.1706 s
Craving Level:	71	10:45:05 at 2820.3396 s
Craving Level:	71	10:45:05 at 2820.5637 s
Craving Level:	71	10:45:05 at 2820.7321 s
Craving Level:	71	10:45:05 at 2820.9545 s
Craving Level:	71	10:45:05 at 2821.1276 s
Craving Level:	71	10:45:06 at 2821.3471 s
Craving Level:	71	10:45:06 at 2821.5701 s
Craving Level:	71	10:45:06 at 2821.7382 s
Craving Level:	71	10:45:06 at 2821.9611 s
Craving Level:	71	10:45:06 at 2822.132 s
Craving Level:	71	10:45:07 at 2822.3548 s
Craving Level:	71	10:45:07 at 2822.5266 s
Craving Level:	71	10:45:07 at 2822.744 s
Craving Level:	71	10:45:07 at 2822.9659 s
Craving Level:	71	10:45:07 at 2823.1347 s
Craving Level:	71	10:45:08 at 2823.3565 s
Craving Level:	71	10:45:08 at 2823.5277 s
Craving Level:	71	10:45:08 at 2823.747 s
Craving Level:	71	10:45:08 at 2823.9698 s
Craving Level:	71	10:45:08 at 2824.1382 s
Craving Level:	71	10:45:09 at 2824.361 s
Craving Level:	71	10:45:09 at 2824.5274 s
Craving Level:	71	10:45:09 at 2824.7504 s
Craving Level:	71	10:45:09 at 2824.9729 s
Craving Level:	71	10:45:09 at 2825.1434 s
Craving Level:	71	10:45:10 at 2825.3665 s
Craving Level:	71	10:45:10 at 2825.5349 s
Craving Level:	71	10:45:10 at 2825.7569 s
Craving Level:	71	10:45:10 at 2825.9255 s
Craving Level:	71	10:45:10 at 2826.1505 s
Craving Level:	71	10:45:11 at 2826.3738 s
Craving Level:	71	10:45:11 at 2826.5414 s
Craving Level:	71	10:45:11 at 2826.7631 s
Craving Level:	71	10:45:11 at 2826.9305 s
Craving Level:	71	10:45:11 at 2827.1544 s
Craving Level:	71	10:45:12 at 2827.3261 s
Craving Level:	71	10:45:12 at 2827.5451 s
Craving Level:	71	10:45:12 at 2827.7674 s
Craving Level:	71	10:45:12 at 2827.9347 s
Craving Level:	71	10:45:12 at 2828.1613 s
Craving Level:	71	10:45:13 at 2828.3281 s
Craving Level:	71	10:45:13 at 2828.5501 s
Craving Level:	71	10:45:13 at 2828.7725 s
Craving Level:	71	10:45:13 at 2828.9397 s
Craving Level:	71	10:45:13 at 2829.1655 s
Craving Level:	71	10:45:14 at 2829.3338 s
Craving Level:	71	10:45:14 at 2829.5556 s
Craving Level:	71	10:45:14 at 2829.7262 s
Craving Level:	71	10:45:14 at 2829.9455 s
Craving Level:	71	10:45:14 at 2830.1726 s
Craving Level:	71	10:45:15 at 2830.3414 s
Craving Level:	71	10:45:15 at 2830.5636 s
Craving Level:	71	10:45:15 at 2830.7305 s
Craving Level:	71	10:45:15 at 2830.954 s
Craving Level:	71	10:45:15 at 2831.1275 s
Craving Level:	71	10:45:16 at 2831.3461 s
Craving Level:	71	10:45:16 at 2831.5686 s
Craving Level:	71	10:45:16 at 2831.7371 s
Craving Level:	71	10:45:16 at 2831.9598 s
Craving Level:	71	10:45:16 at 2832.1289 s
Craving Level:	71	10:45:17 at 2832.3533 s
Craving Level:	71	10:45:17 at 2832.5255 s
Craving Level:	71	10:45:17 at 2832.743 s
Craving Level:	71	10:45:17 at 2832.966 s
Craving Level:	71	10:45:17 at 2833.1358 s
Craving Level:	71	10:45:18 at 2833.3581 s
Craving Level:	71	10:45:18 at 2833.526 s
Craving Level:	71	10:45:18 at 2833.7481 s
Craving Level:	71	10:45:18 at 2833.9701 s
Craving Level:	71	10:45:18 at 2834.1388 s
Craving Level:	71	10:45:19 at 2834.3615 s
Craving Level:	71	10:45:19 at 2834.5297 s
Craving Level:	71	10:45:19 at 2834.7523 s
Craving Level:	71	10:45:19 at 2834.9743 s
Craving Level:	71	10:45:19 at 2835.1427 s
Craving Level:	71	10:45:20 at 2835.3658 s
Craving Level:	71	10:45:20 at 2835.5327 s
Craving Level:	71	10:45:20 at 2835.7539 s
Craving Level:	71	10:45:20 at 2835.9266 s
Craving Level:	71	10:45:20 at 2836.149 s
Craving Level:	71	10:45:21 at 2836.3714 s
Craving Level:	71	10:45:21 at 2836.5388 s
Craving Level:	71	10:45:21 at 2836.761 s
Craving Level:	71	10:45:21 at 2836.9281 s
Craving Level:	71	10:45:21 at 2837.1524 s
Craving Level:	71	10:45:22 at 2837.3747 s
Craving Level:	71	10:45:22 at 2837.5412 s
Craving Level:	71	10:45:22 at 2837.7634 s
Craving Level:	71	10:45:22 at 2837.9318 s
Craving Level:	71	10:45:22 at 2838.1568 s
Craving Level:	71	10:45:23 at 2838.3276 s
Craving Level:	71	10:45:23 at 2838.5471 s
Craving Level:	71	10:45:23 at 2838.7691 s
Craving Level:	71	10:45:23 at 2838.936 s
